slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
412,411,10,3,7,"ADD:1,6;ADD:3,4;ADD:7,4;REMOVE:1,5;REMOVE:1,8;REMOVE:3,7;REMOVE:5,2;REMOVE:7,2;REMOVE:7,8;REMOVE:8,9",0:-;1:5|8;2:-;3:7;4:7;5:2;6:-;7:2|8;8:9;9:-,0:-;1:6;2:-;3:4;4:7;5:-;6:-;7:4;8:-;9:-,1@6=1;3@4=1;4@1=2;4@2=1;4@3=1;4@8=1;7@4=1;7@2=1,"6,4,1,2,3,8",9,8,8,0,1.0,0.6064650759715607,0.875,0.03146507597156078,0.0,0.0,0.30000000000000004,0.2490699291229248,Feasible|selected=greedy
413,412,8,4,4,"ADD:1,1;ADD:4,1;ADD:7,9;ADD:8,8;REMOVE:1,6;REMOVE:3,4;REMOVE:4,7;REMOVE:7,4",0:-;1:6;2:-;3:4;4:7;5:-;6:-;7:4;8:-;9:-,0:-;1:1;2:-;3:-;4:1;5:-;6:-;7:9;8:8;9:-,1@1=1;4@1=1;7@2=1;7@9=1;8@8=1,"1,2,9,8",5,5,5,0,1.0,0.6810401441013131,1.0,0.08104014410131316,0.0,0.0,0.4,0.2237851619720459,Feasible|selected=greedy
414,413,9,5,4,"ADD:1,7;ADD:4,9;ADD:5,2;ADD:7,8;ADD:8,7;REMOVE:1,1;REMOVE:4,1;REMOVE:7,9;REMOVE:8,8",0:-;1:1;2:-;3:-;4:1;5:-;6:-;7:9;8:8;9:-,0:-;1:7;2:-;3:-;4:9;5:2;6:-;7:8;8:7;9:-,1@0=1;1@4=1;1@7=1;4@2=2;4@6=1;5@2=1;7@4=1;7@5=1;8@4=2;8@9=1,"0,4,7,2,6,5,9",12,10,10,0,1.0,0.516059591947287,1.0,0.01605959194728698,0.0,0.0,0.5,0.3004648685455322,Feasible|selected=greedy
415,414,10,5,5,"ADD:4,7;ADD:5,1;ADD:6,8;ADD:7,9;ADD:8,9;REMOVE:1,7;REMOVE:4,9;REMOVE:5,2;REMOVE:7,8;REMOVE:8,7",0:-;1:7;2:-;3:-;4:9;5:2;6:-;7:8;8:7;9:-,0:-;1:-;2:-;3:-;4:7;5:1;6:8;7:9;8:9;9:-,4@0=1;4@3=1;4@6=1;4@7=1;4@9=1;5@1=1;6@8=1;7@7=2;7@9=1;7@2=2;8@6=1;8@7=1;8@9=1,"0,3,6,7,9,1,8,2",15,13,13,0,1.0,0.5344527057046939,1.0,0.03445270570469384,0.0,0.0,0.5,0.31148195266723633,Feasible|selected=greedy
416,415,10,5,5,"ADD:4,2;ADD:5,8;ADD:6,1;ADD:7,7;ADD:8,1;REMOVE:4,7;REMOVE:5,1;REMOVE:6,8;REMOVE:7,9;REMOVE:8,9",0:-;1:-;2:-;3:-;4:7;5:1;6:8;7:9;8:9;9:-,0:-;1:-;2:-;3:-;4:2;5:8;6:1;7:7;8:1;9:-,4@2=1;5@1=1;5@4=1;6@1=1;7@4=2;7@0=1;7@8=1;7@9=1;8@1=2,"2,1,4,0,8,9",11,9,9,0,1.0,0.5374657936931029,1.0,0.03746579369310298,0.0,0.0,0.5,0.26342201232910156,Feasible|selected=greedy
417,416,10,5,5,"ADD:1,1;ADD:4,7;ADD:5,7;ADD:7,2;ADD:8,7;REMOVE:4,2;REMOVE:5,8;REMOVE:6,1;REMOVE:7,7;REMOVE:8,1",0:-;1:-;2:-;3:-;4:2;5:8;6:1;7:7;8:1;9:-,0:-;1:1;2:-;3:-;4:7;5:7;6:-;7:2;8:7;9:-,1@1=1;4@1=1;4@2=1;4@4=2;4@8=1;4@9=1;5@0=1;5@7=1;7@2=1;8@4=2;8@9=1;8@0=1;8@7=1;8@6=1,"1,2,4,8,9,0,7,6",16,14,14,0,1.0,0.5247897002869968,1.0,0.0247897002869967,0.0,0.0,0.5,0.34856605529785156,Feasible|selected=greedy
418,417,6,1,5,"ADD:7,0;REMOVE:1,1;REMOVE:4,7;REMOVE:5,7;REMOVE:7,2;REMOVE:8,7",0:-;1:1;2:-;3:-;4:7;5:7;6:-;7:2;8:7;9:-,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:0;8:-;9:-,7@0=1,0,1,1,1,0,1.0,1.0023683082259744,1.0,0.1023683082259745,0.0,0.0,0.1,0.16089606285095215,Feasible|selected=greedy
419,418,9,8,1,"ADD:0,8;ADD:1,2;ADD:2,9;ADD:4,2;ADD:5,2;ADD:6,3;ADD:7,7;ADD:8,7;REMOVE:7,0",0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:0;8:-;9:-,0:8;1:2;2:9;3:-;4:2;5:2;6:3;7:7;8:7;9:-,0@8=2;1@8=1;1@4=1;1@5=1;1@9=1;2@9=2;2@2=1;4@2=3;5@4=1;5@2=1;5@0=1;5@3=1;6@2=1;6@3=1;6@1=1;7@8=1;7@9=1;7@0=1;7@1=2;7@6=1;7@7=1;8@9=1;8@0=1;8@3=1;8@1=2;8@7=2,"8,4,5,9,2,0,3,1,6,7",33,26,26,0,1.0,0.23593780637491524,1.0,0.03593780637491513,0.0,0.0,0.7999999999999999,0.5636899471282959,Feasible|selected=greedy
420,419,11,3,8,"ADD:4,8;ADD:7,2;ADD:8,2;REMOVE:0,8;REMOVE:1,2;REMOVE:2,9;REMOVE:4,2;REMOVE:5,2;REMOVE:6,3;REMOVE:7,7;REMOVE:8,7",0:8;1:2;2:9;3:-;4:2;5:2;6:3;7:7;8:7;9:-,0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:2;8:2;9:-,4@4=1;4@5=2;7@4=1;7@0=1;7@2=1;7@3=1;8@4=2;8@2=1;8@9=1,"4,5,0,2,3,9",11,9,9,0,1.0,0.7170516359353065,1.0,0.017051635935306522,0.0,0.0,0.30000000000000004,0.2579982280731201,Feasible|selected=greedy
421,420,8,6,2,"ADD:1,8;ADD:2,7;ADD:4,9;ADD:5,9;ADD:7,8;ADD:8,3;REMOVE:7,2;REMOVE:8,2",0:-;1:-;2:-;3:-;4:8;5:-;6:-;7:2;8:2;9:-,0:-;1:8;2:7;3:-;4:8|9;5:9;6:-;7:8;8:3;9:-,1@1=1;1@4=2;2@1=2;2@0=2;2@2=1;2@6=1;4@1=1;4@2=1;4@6=1;4@8=1;4@9=1;5@2=1;5@6=1;7@1=1;7@8=1;7@5=1;8@2=2;8@3=1,"1,4,0,2,6,8,9,5,3",22,18,18,0,1.0,0.08613804021877824,0.6666666666666666,0.01947137355211155,0.0,0.0,0.6,0.38525390625,Feasible|selected=greedy
422,421,11,5,6,"ADD:4,4;ADD:5,8;ADD:7,5;ADD:7,9;ADD:8,6;REMOVE:1,8;REMOVE:4,8;REMOVE:4,9;REMOVE:5,9;REMOVE:7,8;REMOVE:8,3",0:-;1:8;2:7;3:-;4:8|9;5:9;6:-;7:8;8:3;9:-,0:-;1:-;2:7;3:-;4:4;5:8;6:-;7:5|9;8:6;9:-,2@0=1;2@1=1;2@7=1;4@4=1;5@1=2;5@8=2;7@5=1;7@9=1;8@4=1;8@6=1,"0,1,7,4,8,5,9,6",12,10,10,0,1.0,0.41577131809693235,0.8571428571428571,0.058628460954075236,0.0,0.0,0.5,0.28967785835266113,Feasible|selected=greedy
423,422,11,5,6,"ADD:2,9;ADD:4,3;ADD:5,2;ADD:7,8;ADD:8,7;REMOVE:2,7;REMOVE:4,4;REMOVE:5,8;REMOVE:7,5;REMOVE:7,9;REMOVE:8,6",0:-;1:-;2:7;3:-;4:4;5:8;6:-;7:5|9;8:6;9:-,0:-;1:-;2:9;3:-;4:3;5:2;6:-;7:8;8:7;9:-,2@1=1;2@2=1;2@9=1;4@1=1;4@3=1;5@2=1;5@3=2;5@8=1;7@2=2;7@4=1;7@5=1;7@6=1;7@7=1;8@9=1;8@4=1,"1,2,9,3,8,4,5,6,7",17,15,15,0,1.0,0.5176448525104258,1.0,0.01764485251042583,0.0,0.0,0.5,0.3317282199859619,Feasible|selected=greedy
424,423,9,4,5,"ADD:3,3;ADD:4,7;ADD:7,7;ADD:8,4;REMOVE:2,9;REMOVE:4,3;REMOVE:5,2;REMOVE:7,8;REMOVE:8,7",0:-;1:-;2:9;3:-;4:3;5:2;6:-;7:8;8:7;9:-,0:-;1:-;2:-;3:3;4:7;5:-;6:-;7:7;8:4;9:-,3@3=1;4@3=1;4@4=2;4@9=1;7@3=1;7@4=1;7@1=2;7@6=1;7@7=1;8@4=2,"3,4,9,1,6,7",13,10,10,0,1.0,0.6354176132530415,1.0,0.035417613253041554,0.0,0.0,0.4,0.26376771926879883,Feasible|selected=greedy
425,424,10,6,4,"ADD:4,2;ADD:4,9;ADD:5,5;ADD:7,9;ADD:8,2;ADD:8,7;REMOVE:3,3;REMOVE:4,7;REMOVE:7,7;REMOVE:8,4",0:-;1:-;2:-;3:3;4:7;5:-;6:-;7:7;8:4;9:-,0:-;1:-;2:-;3:-;4:2|9;5:5;6:-;7:9;8:2|7;9:-,4@0=1;4@2=2;4@5=1;4@6=1;4@9=1;5@0=1;5@5=1;7@9=1;7@3=1;8@0=1;8@2=2;8@5=1;8@6=1;8@9=1;8@1=1;8@4=2;8@7=1,"0,2,5,6,9,3,1,4,7",20,17,17,0,1.0,0.44121389950632783,1.0,0.04121389950632779,0.0,0.0,0.6,0.3328278064727783,Feasible|selected=greedy
426,425,10,4,6,"ADD:4,6;ADD:5,1;ADD:7,5;ADD:8,5;REMOVE:4,2;REMOVE:4,9;REMOVE:5,5;REMOVE:7,9;REMOVE:8,2;REMOVE:8,7",0:-;1:-;2:-;3:-;4:2|9;5:5;6:-;7:9;8:2|7;9:-,0:-;1:-;2:-;3:-;4:6;5:1;6:-;7:5;8:5;9:-,4@6=1;5@1=2;7@5=1;8@5=1;8@0=1;8@3=1,"6,1,5,0,3",7,6,6,0,1.0,0.675212727693684,1.0,0.07521272769368396,0.0,0.0,0.4,0.23193001747131348,Feasible|selected=greedy
427,426,8,4,4,"ADD:3,2;ADD:4,7;ADD:7,8;ADD:8,8;REMOVE:4,6;REMOVE:5,1;REMOVE:7,5;REMOVE:8,5",0:-;1:-;2:-;3:-;4:6;5:1;6:-;7:5;8:5;9:-,0:-;1:-;2:-;3:2;4:7;5:-;6:-;7:8;8:8;9:-,3@2=1;4@0=1;4@1=1;7@8=1;8@8=1;8@6=1,"2,0,1,8,6",6,6,6,0,1.0,0.6499051776975252,1.0,0.04990517769752515,0.0,0.0,0.4,0.2514972686767578,Feasible|selected=greedy
428,427,5,2,3,"ADD:5,4;ADD:7,1;REMOVE:3,2;REMOVE:4,7;REMOVE:7,8",0:-;1:-;2:-;3:2;4:7;5:-;6:-;7:8;8:8;9:-,0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:1;8:8;9:-,5@4=1;7@1=1;8@4=1;8@5=1,"4,1,5",4,4,4,0,1.0,0.5975606394971513,0.75,0.04756063949715125,0.0,0.0,0.2,0.2170708179473877,Feasible|selected=greedy
429,428,6,3,3,"ADD:1,2;ADD:7,4;ADD:8,4;REMOVE:5,4;REMOVE:7,1;REMOVE:8,8",0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:1;8:8;9:-,0:-;1:2;2:-;3:-;4:-;5:-;6:-;7:4;8:4;9:-,1@2=1;7@4=1;8@2=1;8@4=1,"2,4",4,4,4,0,1.0,0.7817954963832507,1.0,0.08179549638325082,0.0,0.0,0.30000000000000004,0.20976805686950684,Feasible|selected=greedy
430,429,7,4,3,"ADD:4,5;ADD:5,8;ADD:7,2;ADD:8,7;REMOVE:1,2;REMOVE:7,4;REMOVE:8,4",0:-;1:2;2:-;3:-;4:-;5:-;6:-;7:4;8:4;9:-,0:-;1:-;2:-;3:-;4:5;5:8;6:-;7:2;8:7;9:-,4@5=1;5@5=1;5@1=1;5@2=1;7@2=1;8@1=1;8@4=1;8@8=1;8@9=1,"5,1,2,4,8,9",9,9,9,0,1.0,0.620118387485649,1.0,0.020118387485649036,0.0,0.0,0.4,0.2856130599975586,Feasible|selected=greedy
431,430,5,2,3,"ADD:1,4;ADD:8,8;REMOVE:4,5;REMOVE:5,8;REMOVE:8,7",0:-;1:-;2:-;3:-;4:5;5:8;6:-;7:2;8:7;9:-,0:-;1:4;2:-;3:-;4:-;5:-;6:-;7:2;8:8;9:-,1@4=1;7@0=1;7@5=1;7@9=1;8@4=1;8@1=1;8@6=1;8@8=1,"4,0,5,9,1,6,8",8,8,8,0,1.0,0.5786481955172353,0.75,0.02864819551723543,0.0,0.0,0.2,0.2633509635925293,Feasible|selected=greedy
432,431,6,3,3,"ADD:5,4;ADD:7,7;ADD:8,0;REMOVE:1,4;REMOVE:7,2;REMOVE:8,8",0:-;1:4;2:-;3:-;4:-;5:-;6:-;7:2;8:8;9:-,0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:7;8:0;9:-,5@4=1;7@4=1;7@0=1;8@0=1,"4,0",4,4,4,0,1.0,0.7526042066325598,1.0,0.052604206632559804,0.0,0.0,0.30000000000000004,0.20600128173828125,Feasible|selected=greedy
433,432,5,2,3,"ADD:7,2;ADD:8,2;REMOVE:5,4;REMOVE:7,7;REMOVE:8,0",0:-;1:-;2:-;3:-;4:-;5:4;6:-;7:7;8:0;9:-,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:2;9:-,7@2=1;8@2=2,2,3,2,2,0,1.0,0.9032689529943452,1.0,0.10326895299434516,0.0,0.0,0.2,0.2012617588043213,Feasible|selected=greedy
434,433,6,4,2,"ADD:2,9;ADD:4,8;ADD:5,9;ADD:8,3;REMOVE:7,2;REMOVE:8,2",0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:2;9:-,0:-;1:-;2:9;3:-;4:8;5:9;6:-;7:-;8:3;9:-,2@9=1;4@2=1;4@8=1;5@9=1;8@3=1,"9,2,8,3",5,5,5,0,1.0,0.6842877442296486,1.0,0.08428774422964867,0.0,0.0,0.4,0.2587120532989502,Feasible|selected=greedy
435,434,6,3,3,"ADD:1,3;ADD:5,3;ADD:7,7;REMOVE:2,9;REMOVE:4,8;REMOVE:5,9",0:-;1:-;2:9;3:-;4:8;5:9;6:-;7:-;8:3;9:-,0:-;1:3;2:-;3:-;4:-;5:3;6:-;7:7;8:3;9:-,1@3=1;5@3=1;7@0=1;7@1=1;8@3=1;8@1=1;8@2=1,"3,0,1,2",7,7,7,0,1.0,0.49416804151352123,0.75,0.04416804151352125,0.0,0.0,0.30000000000000004,0.29189205169677734,Feasible|selected=greedy
436,435,9,5,4,"ADD:3,2;ADD:4,2;ADD:5,8;ADD:7,0;ADD:8,6;REMOVE:1,3;REMOVE:5,3;REMOVE:7,7;REMOVE:8,3",0:-;1:3;2:-;3:-;4:-;5:3;6:-;7:7;8:3;9:-,0:-;1:-;2:-;3:2;4:2;5:8;6:-;7:0;8:6;9:-,3@2=1;4@2=1;5@1=1;5@8=1;7@0=1;8@6=1,"2,1,8,0,6",6,6,6,0,1.0,0.5862820032793166,1.0,0.08628200327931654,0.0,0.0,0.5,0.2828958034515381,Feasible|selected=greedy
437,436,7,2,5,"ADD:4,9;ADD:8,4;REMOVE:3,2;REMOVE:4,2;REMOVE:5,8;REMOVE:7,0;REMOVE:8,6",0:-;1:-;2:-;3:2;4:2;5:8;6:-;7:0;8:6;9:-,0:-;1:-;2:-;3:-;4:9;5:-;6:-;7:-;8:4;9:-,4@7=1;4@9=1;8@2=1;8@4=1,"7,9,2,4",4,4,4,0,1.0,0.8496895601988887,1.0,0.04968956019888871,0.0,0.0,0.2,0.24268317222595215,Feasible|selected=greedy
438,437,7,5,2,"ADD:1,2;ADD:4,0;ADD:5,9;ADD:7,9;ADD:8,7;REMOVE:4,9;REMOVE:8,4",0:-;1:-;2:-;3:-;4:9;5:-;6:-;7:-;8:4;9:-,0:-;1:2;2:-;3:-;4:0;5:9;6:-;7:9;8:7;9:-,1@2=1;4@0=1;5@1=1;5@9=1;7@2=1;7@6=1;8@2=2;8@1=1;8@9=1;8@4=1,"2,0,1,9,6,4",11,10,10,0,1.0,0.52995305376682,1.0,0.029953053766819983,0.0,0.0,0.5,0.3290731906890869,Feasible|selected=greedy
439,438,6,2,4,"ADD:4,7;ADD:7,4;REMOVE:1,2;REMOVE:4,0;REMOVE:5,9;REMOVE:7,9",0:-;1:2;2:-;3:-;4:0;5:9;6:-;7:9;8:7;9:-,0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:4;8:7;9:-,4@4=1;4@9=1;7@4=1;8@0=1;8@8=1,"4,9,0,8",5,5,5,0,1.0,0.6219757560698314,0.8,0.021975756069831428,0.0,0.0,0.2,0.217329740524292,Feasible|selected=greedy
440,439,4,2,2,"ADD:0,1;ADD:4,4;REMOVE:4,7;REMOVE:7,4",0:-;1:-;2:-;3:-;4:7;5:-;6:-;7:4;8:7;9:-,0:1;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:7;9:-,0@1=1;4@4=1;8@1=1;8@4=1;8@3=1;8@8=2,"1,4,3,8",7,6,6,0,1.0,0.4924814221298461,0.6666666666666666,0.025814755463179483,0.0,0.0,0.2,0.23218798637390137,Feasible|selected=greedy
441,440,7,5,2,"ADD:1,0;ADD:4,6;ADD:5,2;ADD:6,5;ADD:7,8;REMOVE:0,1;REMOVE:4,4",0:1;1:-;2:-;3:-;4:4;5:-;6:-;7:-;8:7;9:-,0:-;1:0;2:-;3:-;4:6;5:2;6:5;7:8;8:7;9:-,1@0=1;4@4=1;4@6=2;5@0=1;5@2=1;5@3=1;6@5=1;7@4=1;7@2=1;7@1=1;8@7=1,"0,4,6,2,3,5,1,7",12,11,11,0,1.0,0.2201434746632015,0.6666666666666666,0.05347680799653489,0.0,0.0,0.5,0.3326301574707031,Feasible|selected=greedy
442,441,9,4,5,"ADD:1,4;ADD:4,9;ADD:6,8;ADD:8,6;REMOVE:1,0;REMOVE:4,6;REMOVE:5,2;REMOVE:6,5;REMOVE:8,7",0:-;1:0;2:-;3:-;4:6;5:2;6:5;7:8;8:7;9:-,0:-;1:4;2:-;3:-;4:9;5:-;6:8;7:8;8:6;9:-,1@4=1;4@9=1;6@8=1;7@8=1;7@1=1;7@2=1;7@5=1;8@6=1,"4,9,8,1,2,5,6",8,8,8,0,1.0,0.5000802433031996,0.8333333333333334,0.06674690996986622,0.0,0.0,0.4,0.25885605812072754,Feasible|selected=greedy
443,442,10,5,5,"ADD:4,2;ADD:5,6;ADD:6,1;ADD:7,7;ADD:8,7;REMOVE:1,4;REMOVE:4,9;REMOVE:6,8;REMOVE:7,8;REMOVE:8,6",0:-;1:4;2:-;3:-;4:9;5:-;6:8;7:8;8:6;9:-,0:-;1:-;2:-;3:-;4:2;5:6;6:1;7:7;8:7;9:-,4@2=1;5@6=1;6@1=1;7@2=1;7@1=1;7@7=1;7@8=1;7@9=1;8@0=1;8@4=1,"2,6,1,7,8,9,0,4",10,10,10,0,1.0,0.5398651062411135,1.0,0.0398651062411134,0.0,0.0,0.5,0.3506758213043213,Feasible|selected=greedy
444,443,10,5,5,"ADD:0,4;ADD:4,6;ADD:5,7;ADD:7,3;ADD:8,8;REMOVE:4,2;REMOVE:5,6;REMOVE:6,1;REMOVE:7,7;REMOVE:8,7",0:-;1:-;2:-;3:-;4:2;5:6;6:1;7:7;8:7;9:-,0:4;1:-;2:-;3:-;4:6;5:7;6:-;7:3;8:8;9:-,0@4=1;4@1=1;4@6=1;5@4=1;5@7=1;7@3=3;8@2=1;8@5=1;8@8=2,"4,1,6,7,3,2,5,8",12,9,9,0,1.0,0.5655125871494331,1.0,0.06551258714943307,0.0,0.0,0.5,0.3659050464630127,Feasible|selected=greedy
445,444,9,4,5,"ADD:4,7;ADD:5,6;ADD:7,7;ADD:8,7;REMOVE:0,4;REMOVE:4,6;REMOVE:5,7;REMOVE:7,3;REMOVE:8,8",0:4;1:-;2:-;3:-;4:6;5:7;6:-;7:3;8:8;9:-,0:-;1:-;2:-;3:-;4:7;5:6;6:-;7:7;8:7;9:-,4@0=1;4@4=1;4@8=1;5@6=1;7@0=1;7@1=1;7@2=2;8@0=1;8@4=1;8@1=2;8@2=2,"0,4,8,6,1,2",14,11,11,0,1.0,0.6079876850695992,1.0,0.007987685069599279,0.0,0.0,0.4,0.31310272216796875,Feasible|selected=greedy
446,445,7,4,3,"ADD:0,2;ADD:2,4;ADD:4,5;ADD:5,2;REMOVE:4,7;REMOVE:5,6;REMOVE:7,7",0:-;1:-;2:-;3:-;4:7;5:6;6:-;7:7;8:7;9:-,0:2;1:-;2:4;3:-;4:5;5:2;6:-;7:-;8:7;9:-,0@2=1;2@4=1;4@5=1;5@2=1;8@4=2;8@3=1;8@7=1;8@8=1,"2,4,5,3,7,8",9,8,8,0,1.0,0.4073873334716184,0.75,0.05738733347161836,0.0,0.0,0.4,0.30405211448669434,Feasible|selected=greedy
447,446,10,6,4,"ADD:1,8;ADD:2,8;ADD:4,8;ADD:5,8;ADD:6,1;ADD:7,8;REMOVE:0,2;REMOVE:2,4;REMOVE:4,5;REMOVE:5,2",0:2;1:-;2:4;3:-;4:5;5:2;6:-;7:-;8:7;9:-,0:-;1:8;2:8;3:-;4:8;5:8;6:1;7:8;8:7;9:-,1@2=2;1@8=1;2@1=2;2@4=1;4@8=1;5@8=1;5@4=1;6@1=1;7@8=1;7@1=1;7@6=1;8@8=1;8@1=1;8@4=1;8@3=1,"2,8,1,4,6,3",17,15,15,0,1.0,0.2280942481480679,0.8,0.028094248148067776,0.0,0.0,0.6,0.372772216796875,Feasible|selected=greedy
448,447,10,5,5,"ADD:2,9;ADD:4,9;ADD:5,2;ADD:7,5;ADD:8,4;REMOVE:2,8;REMOVE:4,8;REMOVE:5,8;REMOVE:6,1;REMOVE:8,7",0:-;1:8;2:8;3:-;4:8;5:8;6:1;7:8;8:7;9:-,0:-;1:8;2:9;3:-;4:9;5:2;6:-;7:5|8;8:4;9:-,1@2=1;1@6=1;1@8=1;2@2=1;2@1=1;4@6=1;4@3=1;5@2=1;5@4=1;5@9=1;7@2=1;7@1=1;7@0=1;7@5=1;8@4=1,"2,6,8,1,3,4,9,0,5",15,15,15,0,1.0,0.24222985161658617,0.7142857142857143,0.027944137330871813,0.0,0.0,0.5,0.35596394538879395,Feasible|selected=greedy
449,448,12,5,7,"ADD:0,3;ADD:2,6;ADD:5,4;ADD:6,7;ADD:8,3;REMOVE:1,8;REMOVE:2,9;REMOVE:4,9;REMOVE:5,2;REMOVE:7,5;REMOVE:7,8;REMOVE:8,4",0:-;1:8;2:9;3:-;4:9;5:2;6:-;7:5|8;8:4;9:-,0:3;1:-;2:6;3:-;4:-;5:4;6:7;7:-;8:3;9:-,0@9=1;2@1=1;2@6=1;5@4=1;6@7=1;8@9=1;8@1=1;8@2=1;8@5=1,"9,1,6,4,7,2,5",9,9,9,0,1.0,0.5357751008735567,1.0,0.03577510087355675,0.0,0.0,0.5,0.2812619209289551,Feasible|selected=greedy
450,449,9,4,5,"ADD:4,7;ADD:5,7;ADD:7,7;ADD:8,2;REMOVE:0,3;REMOVE:2,6;REMOVE:5,4;REMOVE:6,7;REMOVE:8,3",0:3;1:-;2:6;3:-;4:-;5:4;6:7;7:-;8:3;9:-,0:-;1:-;2:-;3:-;4:7;5:7;6:-;7:7;8:2;9:-,4@0=1;4@3=1;4@8=1;5@3=2;5@8=1;7@2=1;7@4=2;7@7=1;8@2=1,"0,3,8,2,4,7",11,9,9,0,1.0,0.6181541045434141,1.0,0.018154104543414123,0.0,0.0,0.4,0.2752878665924072,Feasible|selected=greedy
451,450,5,4,1,"ADD:1,3;ADD:2,4;ADD:7,8;ADD:8,8;REMOVE:7,7",0:-;1:-;2:-;3:-;4:7;5:7;6:-;7:7;8:2;9:-,0:-;1:3;2:4;3:-;4:7;5:7;6:-;7:8;8:2|8;9:-,1@3=1;2@4=1;4@3=1;4@4=1;4@0=1;4@6=1;5@3=1;5@4=1;5@2=1;5@7=1;7@6=1;7@1=1;7@8=1;8@4=1;8@0=1;8@2=1;8@1=1;8@5=1,"3,4,0,6,2,7,1,8,5",18,18,18,0,1.0,-0.12020752489540065,0.25,0.029792475104599373,0.0,0.0,0.4,0.38100504875183105,Feasible|selected=greedy
452,451,11,5,6,"ADD:2,2;ADD:4,8;ADD:5,4;ADD:7,5;ADD:8,9;REMOVE:1,3;REMOVE:2,4;REMOVE:4,7;REMOVE:5,7;REMOVE:7,8;REMOVE:8,2",0:-;1:3;2:4;3:-;4:7;5:7;6:-;7:8;8:2|8;9:-,0:-;1:-;2:2;3:-;4:8;5:4;6:-;7:5;8:8|9;9:-,2@2=1;4@2=1;4@4=1;4@8=1;5@2=1;5@4=1;7@5=1;8@4=1;8@5=3;8@1=2;8@9=1,"2,4,8,5,1,9",14,11,11,0,1.0,0.3922240533556328,0.8571428571428571,0.035081196212775716,0.0,0.0,0.5,0.2742891311645508,Feasible|selected=greedy
453,452,9,3,6,"ADD:4,5;ADD:5,2;ADD:8,7;REMOVE:2,2;REMOVE:4,8;REMOVE:5,4;REMOVE:7,5;REMOVE:8,8;REMOVE:8,9",0:-;1:-;2:2;3:-;4:8;5:4;6:-;7:5;8:8|9;9:-,0:-;1:-;2:-;3:-;4:5;5:2;6:-;7:-;8:7;9:-,4@5=2;5@5=1;5@2=1;5@7=1;8@7=1;8@4=2;8@9=1,"5,2,7,4,9",9,7,7,0,1.0,0.7440810239291837,1.0,0.0440810239291838,0.0,0.0,0.30000000000000004,0.23239827156066895,Feasible|selected=greedy
454,453,6,4,2,"ADD:0,4;ADD:4,1;ADD:5,4;ADD:7,3;REMOVE:4,5;REMOVE:5,2",0:-;1:-;2:-;3:-;4:5;5:2;6:-;7:-;8:7;9:-,0:4;1:-;2:-;3:-;4:1;5:4;6:-;7:3;8:7;9:-,0@4=2;4@1=1;5@4=1;7@2=1;7@3=1;8@4=2;8@1=1;8@3=2;8@0=1;8@9=1,"4,1,2,3,0,9",13,10,10,0,1.0,0.3063037589459794,0.6666666666666666,0.03963709227931278,0.0,0.0,0.4,0.3140387535095215,Feasible|selected=greedy
455,454,10,5,5,"ADD:0,7;ADD:5,7;ADD:6,2;ADD:7,5;ADD:8,8;REMOVE:0,4;REMOVE:4,1;REMOVE:5,4;REMOVE:7,3;REMOVE:8,7",0:4;1:-;2:-;3:-;4:1;5:4;6:-;7:3;8:7;9:-,0:7;1:-;2:-;3:-;4:-;5:7;6:2;7:5;8:8;9:-,0@1=2;0@3=1;0@6=1;0@7=1;5@0=1;5@4=1;6@2=1;7@0=1;7@5=1;8@1=2;8@6=1;8@8=1,"1,3,6,7,0,4,2,5,8",14,12,12,0,1.0,0.5288399851606733,1.0,0.02883998516067327,0.0,0.0,0.5,0.3608121871948242,Feasible|selected=greedy
456,455,6,1,5,"ADD:7,2;REMOVE:0,7;REMOVE:5,7;REMOVE:6,2;REMOVE:7,5;REMOVE:8,8",0:7;1:-;2:-;3:-;4:-;5:7;6:2;7:5;8:8;9:-,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:-;9:-,7@2=1,2,1,1,1,0,1.0,0.9911735146227659,1.0,0.09117351462276595,0.0,0.0,0.1,0.1770639419555664,Feasible|selected=greedy
457,456,4,3,1,"ADD:5,0;ADD:7,0;ADD:8,2;REMOVE:7,2",0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:2;8:-;9:-,0:-;1:-;2:-;3:-;4:-;5:0;6:-;7:0;8:2;9:-,5@0=1;7@0=1;8@4=1;8@5=1;8@9=1,"0,4,5,9",5,5,5,0,1.0,0.7371680915468153,1.0,0.0371680915468154,0.0,0.0,0.30000000000000004,0.22732019424438477,Feasible|selected=greedy
